0 0.20222 0.0356586 0.0032197
1 0.22807 0.0217051 0.00227219
2 0.25796 0.0211389 0.00208686
3 0.3101 0.0442582 0.00534364
4 0.32182 0.0288396 0.00319091
5 0.32182 0.0295588 0.00305659
6 0.32182 0.0198965 0.00190236
7 0.32182 0.0341641 0.00384758
8 0.32182 0.0295149 0.00308507
9 0.32182 0.0361539 0.00421127
10 0.32182 0.0323361 0.00348964
11 0.32182 0.0307823 0.00320863
12 0.32182 0.0349669 0.00390397
13 0.32725 0.0371615 0.00414162
14 0.32725 0.0330816 0.00328231
15 0.32725 0.0357085 0.00338429
16 0.32725 0.0384423 0.00419299
17 0.32725 0.0344784 0.00354208
18 0.32725 0.0340597 0.00337815
19 0.32725 0.035472 0.00337632
20 0.50499 0.0330626 0.00431634
21 0.50499 0.0351828 0.00365581
22 0.50499 0.0431245 0.00474639
23 0.50499 0.0433914 0.00497198
24 0.50499 0.0377958 0.00467854
25 0.50499 0.0509518 0.00592133
26 0.50499 0.0449261 0.00659126
27 0.50499 0.0388777 0.00514924
28 0.50499 0.0427777 0.00711993
29 0.50499 0.0435974 0.008354
30 0.50499 0.055594 0.008858
31 0.50499 0.0473394 0.00755378
32 0.50499 0.0426253 0.00874909
33 0.50499 0.0534899 0.00969024
34 0.50499 0.0490834 0.00934703
35 0.50499 0.0623091 0.0121542
36 0.50499 0.0477465 0.00802915
37 0.50499 0.0476026 0.00761996
38 0.50499 0.0450377 0.00661336
39 0.50499 0.0426702 0.00731944
40 0.50499 0.0586943 0.0110213
41 0.50499 0.0443188 0.00573202
42 0.50499 0.0444662 0.00703423
43 0.50499 0.0445862 0.00685549
44 0.50499 0.0466578 0.00846389
45 0.50499 0.0526985 0.00928325
46 0.50499 0.0463151 0.00899034
47 0.50499 0.0565075 0.0118076
48 0.50499 0.0544037 0.00964387
49 0.50499 0.0587389 0.0118315
50 0.58143 0.0517173 0.0113894
51 0.58143 0.0523711 0.0101307
52 0.58143 0.0482557 0.00860431
53 0.58143 0.0598905 0.0113937
54 0.58143 0.0514212 0.00960498
55 0.58143 0.0579875 0.0125634
56 0.58143 0.0567504 0.0110922
57 0.58143 0.0518027 0.00942476
58 0.58143 0.0517761 0.00943842
59 0.58143 0.0453657 0.00807051
60 0.58143 0.0613995 0.0106289
61 0.58143 0.0494381 0.00873567
62 0.58143 0.0532049 0.00872524
63 0.58143 0.0635857 0.0120596
64 0.58143 0.0452203 0.00832802
65 0.58143 0.0447948 0.0076676
66 0.58143 0.0464408 0.00762751
67 0.58143 0.0566899 0.00946363
68 0.58143 0.0603386 0.0104534
69 0.58143 0.0391706 0.00514061
70 0.58143 0.0472781 0.0068272
